tic,Tmag,Teff,rad,mass,d,fname,url
401984769,13.5085,2777.0,0.120014,0.0958371,,tess2026137223500-s0104-0000000401984769-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000401984769-0306-s_lc.fits
192642951,12.889,2820.0,0.128491,0.103483,11.2591,tess2026137223500-s0104-0000000192642951-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000192642951-0306-s_lc.fits
201688405,13.8444,2821.0,0.128664,0.103636,18.073,tess2026137223500-s0104-0000000201688405-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000201688405-0306-s_lc.fits
389051009,13.0324,2832.0,0.133847,0.108182,13.8649,tess2026137223500-s0104-0000000389051009-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000389051009-0306-s_lc.fits
175516858,12.5308,2972.0,0.13884,0.112541,14.2591,tess2026137223500-s0104-0000000175516858-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000175516858-0306-s_lc.fits
7150628,13.8558,2925.0,0.148379,0.120903,26.7185,tess2026137223500-s0104-0000000007150628-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000007150628-0306-s_lc.fits
206556679,13.6539,2884.0,0.152571,0.124613,23.1235,tess2026137223500-s0104-0000000206556679-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000206556679-0306-s_lc.fits
80315364,12.3746,2953.0,0.159724,0.131009,14.5996,tess2026137223500-s0104-0000000080315364-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000080315364-0306-s_lc.fits
229158672,13.6348,3059.0,0.160375,0.131596,28.3359,tess2026137223500-s0104-0000000229158672-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000229158672-0306-s_lc.fits
161174284,11.8795,2964.0,0.16374,0.134642,11.9089,tess2026137223500-s0104-0000000161174284-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000161174284-0306-s_lc.fits
387220832,12.9136,2817.0,0.16378,0.134678,,tess2026137223500-s0104-0000000387220832-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000387220832-0306-s_lc.fits
32452177,12.6569,3110.0,0.164525,0.135356,19.9904,tess2026137223500-s0104-0000000032452177-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000032452177-0306-s_lc.fits
161174286,11.7183,3008.0,0.165217,0.135986,11.9084,tess2026137223500-s0104-0000000161174286-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000161174286-0306-s_lc.fits
197987557,13.596,2995.0,0.167397,0.137979,27.7589,tess2026137223500-s0104-0000000197987557-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000197987557-0306-s_lc.fits
320784708,13.7471,2990.0,0.167865,0.138407,29.3952,tess2026137223500-s0104-0000000320784708-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000320784708-0306-s_lc.fits
42071226,11.1031,2973.0,0.168946,0.1394,8.739,tess2026137223500-s0104-0000000042071226-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000042071226-0306-s_lc.fits
180444967,13.5345,3080.0,0.169708,0.140101,31.1766,tess2026137223500-s0104-0000000180444967-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000180444967-0306-s_lc.fits
144067198,13.8784,2852.0,0.176027,0.145963,,tess2026137223500-s0104-0000000144067198-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000144067198-0306-s_lc.fits
139763851,12.6371,3052.0,0.17858,0.148356,19.8883,tess2026137223500-s0104-0000000139763851-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000139763851-0306-s_lc.fits
155896947,12.9188,3029.0,0.178912,0.148668,22.7802,tess2026137223500-s0104-0000000155896947-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000155896947-0306-s_lc.fits
220512758,13.1005,3098.0,0.179199,0.148938,25.8813,tess2026137223500-s0104-0000000220512758-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000220512758-0306-s_lc.fits
410058152,13.91,3105.0,0.179776,0.149482,37.744,tess2026137223500-s0104-0000000410058152-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000410058152-0306-s_lc.fits
80432138,13.9009,3093.0,0.182597,0.15215,37.4866,tess2026137223500-s0104-0000000080432138-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000080432138-0306-s_lc.fits
277771912,12.8777,2974.0,0.185635,0.155043,21.2106,tess2026137223500-s0104-0000000277771912-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000277771912-0306-s_lc.fits
7129303,13.0812,3064.0,0.186814,0.156171,26.1818,tess2026137223500-s0104-0000000007129303-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000007129303-0306-s_lc.fits
79301672,13.1687,3085.0,0.188055,0.157362,28.0925,tess2026137223500-s0104-0000000079301672-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000079301672-0306-s_lc.fits
120506718,12.6923,3117.0,0.188827,0.158105,22.8922,tess2026137223500-s0104-0000000120506718-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000120506718-0306-s_lc.fits
352438054,12.7207,3444.0,0.189385,0.158642,28.1576,tess2026137223500-s0104-0000000352438054-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000352438054-0306-s_lc.fits
218700582,12.9145,3287.0,0.189495,0.158748,28.5952,tess2026137223500-s0104-0000000218700582-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000218700582-0306-s_lc.fits
319673470,12.6622,3221.0,0.189913,0.159152,25.5164,tess2026137223500-s0104-0000000319673470-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000319673470-0306-s_lc.fits
234523931,13.2341,3127.0,0.193748,0.162869,30.187,tess2026137223500-s0104-0000000234523931-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000234523931-0306-s_lc.fits
396088793,12.9392,3159.0,0.205332,0.174291,28.4134,tess2026137223500-s0104-0000000396088793-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000396088793-0306-s_lc.fits
366989133,11.9642,3149.0,0.208428,0.177393,18.6084,tess2026137223500-s0104-0000000366989133-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000366989133-0306-s_lc.fits
144065598,12.9578,3178.0,0.208761,0.177728,29.7109,tess2026137223500-s0104-0000000144065598-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000144065598-0306-s_lc.fits
183584918,12.8642,3260.0,0.209396,0.178367,29.8439,tess2026137223500-s0104-0000000183584918-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000183584918-0306-s_lc.fits
62020444,9.38922,3158.0,0.21187,0.180865,5.91294,tess2026137223500-s0104-0000000062020444-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000062020444-0306-s_lc.fits
201251167,12.3577,3205.0,0.213166,0.182179,23.7516,tess2026137223500-s0104-0000000201251167-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000201251167-0306-s_lc.fits
32255963,13.1965,2971.0,0.216464,0.185537,,tess2026137223500-s0104-0000000032255963-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000032255963-0306-s_lc.fits
206604031,12.6878,3095.0,0.218845,0.187975,25.7043,tess2026137223500-s0104-0000000206604031-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000206604031-0306-s_lc.fits
370142187,12.3208,3160.0,0.219694,0.188847,22.8437,tess2026137223500-s0104-0000000370142187-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000370142187-0306-s_lc.fits
113233475,12.4532,3027.0,0.222541,0.191783,23.6314,tess2026137223500-s0104-0000000113233475-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000113233475-0306-s_lc.fits
91515785,13.0567,3186.0,0.222848,0.1921,34.9452,tess2026137223500-s0104-0000000091515785-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000091515785-0306-s_lc.fits
67649023,12.7578,3100.0,0.223067,0.192327,27.7771,tess2026137223500-s0104-0000000067649023-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000067649023-0306-s_lc.fits
122504264,13.1621,3181.0,0.22389,0.19318,35.3959,tess2026137223500-s0104-0000000122504264-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000122504264-0306-s_lc.fits
48977791,13.9682,2961.0,0.224474,0.193785,44.4091,tess2026137223500-s0104-0000000048977791-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000048977791-0306-s_lc.fits
354170042,12.2481,3169.0,0.224551,0.193865,23.4556,tess2026137223500-s0104-0000000354170042-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000354170042-0306-s_lc.fits
410058419,13.9897,3071.0,0.225395,0.194741,48.9719,tess2026137223500-s0104-0000000410058419-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000410058419-0306-s_lc.fits
206361339,11.737,3195.0,0.227105,0.196521,19.4616,tess2026137223500-s0104-0000000206361339-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000206361339-0306-s_lc.fits
158237409,12.3714,3414.0,0.227683,0.197124,28.9646,tess2026137223500-s0104-0000000158237409-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000158237409-0306-s_lc.fits
200230413,11.98,3063.0,0.23142,0.201036,,tess2026137223500-s0104-0000000200230413-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000200230413-0306-s_lc.fits
314671211,11.9659,3199.0,0.232039,0.201687,21.1389,tess2026137223500-s0104-0000000314671211-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000314671211-0306-s_lc.fits
254191477,12.8372,3269.0,0.232259,0.201919,31.5619,tess2026137223500-s0104-0000000254191477-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000254191477-0306-s_lc.fits
325275978,12.534,3318.0,0.232651,0.202331,29.3373,tess2026137223500-s0104-0000000325275978-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000325275978-0306-s_lc.fits
320202927,12.593,3438.0,0.233931,0.203681,33.3279,tess2026137223500-s0104-0000000320202927-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000320202927-0306-s_lc.fits
412050326,13.162,3110.0,0.233997,0.20375,,tess2026137223500-s0104-0000000412050326-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000412050326-0306-s_lc.fits
100908289,12.9583,3284.0,0.235096,0.204912,36.6886,tess2026137223500-s0104-0000000100908289-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000100908289-0306-s_lc.fits
129764950,13.0447,2945.0,0.235647,0.205494,30.3613,tess2026137223500-s0104-0000000129764950-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000129764950-0306-s_lc.fits
123366965,9.84507,3406.0,0.237209,0.207149,9.3687,tess2026137223500-s0104-0000000123366965-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000123366965-0306-s_lc.fits
118271813,12.2806,3201.0,0.239004,0.209057,25.7463,tess2026137223500-s0104-0000000118271813-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000118271813-0306-s_lc.fits
318606698,11.7012,3197.0,0.239498,0.209582,19.3537,tess2026137223500-s0104-0000000318606698-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000318606698-0306-s_lc.fits
140478472,12.4053,3078.0,0.239871,0.20998,25.2439,tess2026137223500-s0104-0000000140478472-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000140478472-0306-s_lc.fits
155895287,13.4963,3067.0,0.241309,0.211514,41.591,tess2026137223500-s0104-0000000155895287-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000155895287-0306-s_lc.fits
312268349,13.0382,3205.0,0.242191,0.212457,36.4971,tess2026137223500-s0104-0000000312268349-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000312268349-0306-s_lc.fits
111289424,12.7295,3269.0,0.242516,0.212805,33.5385,tess2026137223500-s0104-0000000111289424-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000111289424-0306-s_lc.fits
425937008,13.5995,3100.0,0.24257,0.212863,,tess2026137223500-s0104-0000000425937008-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000425937008-0306-s_lc.fits
351471282,13.1005,3301.0,0.243684,0.214056,40.3451,tess2026137223500-s0104-0000000351471282-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000351471282-0306-s_lc.fits
197949763,12.8101,3269.0,0.243939,0.214329,34.8597,tess2026137223500-s0104-0000000197949763-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000197949763-0306-s_lc.fits
340794574,13.4896,3185.0,0.244183,0.214592,45.5653,tess2026137223500-s0104-0000000340794574-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000340794574-0306-s_lc.fits
406026016,12.7638,3362.0,0.244484,0.214914,36.063,tess2026137223500-s0104-0000000406026016-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000406026016-0306-s_lc.fits
421985503,13.8114,3129.0,0.244669,0.215113,50.658,tess2026137223500-s0104-0000000421985503-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000421985503-0306-s_lc.fits
80166567,12.0259,3185.0,0.244702,0.215149,23.1162,tess2026137223500-s0104-0000000080166567-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000080166567-0306-s_lc.fits
345083618,12.9335,3532.0,0.245034,0.215505,44.5049,tess2026137223500-s0104-0000000345083618-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000345083618-0306-s_lc.fits
120550089,12.7157,3246.0,0.245428,0.215928,33.3755,tess2026137223500-s0104-0000000120550089-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000120550089-0306-s_lc.fits
229152539,10.9181,3155.0,0.24616,0.216716,13.4137,tess2026137223500-s0104-0000000229152539-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000229152539-0306-s_lc.fits
370239521,13.7241,4130.0,0.246691,0.217287,54.1062,tess2026137223500-s0104-0000000370239521-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000370239521-0306-s_lc.fits
281780792,12.8686,3179.0,0.247207,0.217843,34.6668,tess2026137223500-s0104-0000000281780792-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000281780792-0306-s_lc.fits
352434523,11.4054,3347.0,0.247285,0.217927,19.439,tess2026137223500-s0104-0000000352434523-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000352434523-0306-s_lc.fits
129138718,11.7147,3141.0,0.247619,0.218288,19.2205,tess2026137223500-s0104-0000000129138718-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000129138718-0306-s_lc.fits
351339273,10.394,3352.0,0.247981,0.218679,12.8384,tess2026137223500-s0104-0000000351339273-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000351339273-0306-s_lc.fits
62301042,13.1244,3305.0,0.248513,0.219253,41.4769,tess2026137223500-s0104-0000000062301042-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000062301042-0306-s_lc.fits
277751234,13.4223,3090.0,0.248673,0.219426,,tess2026137223500-s0104-0000000277751234-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000277751234-0306-s_lc.fits
234548444,13.7892,2970.0,0.248919,0.219692,47.6036,tess2026137223500-s0104-0000000234548444-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000234548444-0306-s_lc.fits
100606049,12.694,3232.0,0.249059,0.219843,33.6455,tess2026137223500-s0104-0000000100606049-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000100606049-0306-s_lc.fits
206617113,12.8193,3204.0,0.249955,0.220811,34.7026,tess2026137223500-s0104-0000000206617113-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000206617113-0306-s_lc.fits
201226029,13.5421,2948.0,0.250931,0.22187,42.7323,tess2026137223500-s0104-0000000201226029-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000201226029-0306-s_lc.fits
74185907,12.1147,3185.0,0.251972,0.222998,25.5313,tess2026137223500-s0104-0000000074185907-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000074185907-0306-s_lc.fits
142216895,11.956,3315.0,0.25224,0.223289,25.2475,tess2026137223500-s0104-0000000142216895-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000142216895-0306-s_lc.fits
23482015,13.238,3192.0,0.252323,0.223379,42.4606,tess2026137223500-s0104-0000000023482015-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000023482015-0306-s_lc.fits
219119821,12.9204,3261.0,0.252522,0.223596,37.3586,tess2026137223500-s0104-0000000219119821-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000219119821-0306-s_lc.fits
363231583,13.1864,3151.0,0.253389,0.224538,39.3139,tess2026137223500-s0104-0000000363231583-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000363231583-0306-s_lc.fits
100327960,13.0015,3144.0,0.253553,0.224716,37.3832,tess2026137223500-s0104-0000000100327960-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000100327960-0306-s_lc.fits
234997090,13.433,3004.0,0.254714,0.225981,42.3855,tess2026137223500-s0104-0000000234997090-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000234997090-0306-s_lc.fits
265465650,11.9061,3363.0,0.255799,0.227164,25.2811,tess2026137223500-s0104-0000000265465650-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000265465650-0306-s_lc.fits
314017913,12.5798,3303.0,0.255846,0.227215,33.4265,tess2026137223500-s0104-0000000314017913-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000314017913-0306-s_lc.fits
139200489,10.9498,3144.0,0.256279,0.227688,,tess2026137223500-s0104-0000000139200489-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000139200489-0306-s_lc.fits
234495456,13.2152,2974.0,0.256405,0.227826,37.5847,tess2026137223500-s0104-0000000234495456-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000234495456-0306-s_lc.fits
49593799,11.3929,3229.0,0.257079,0.228562,18.8086,tess2026137223500-s0104-0000000049593799-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000049593799-0306-s_lc.fits
61089321,12.522,3317.0,0.257858,0.229414,33.4588,tess2026137223500-s0104-0000000061089321-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000061089321-0306-s_lc.fits
308210382,12.9014,3350.0,0.258064,0.229639,40.4687,tess2026137223500-s0104-0000000308210382-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000308210382-0306-s_lc.fits
352289599,12.0154,3387.0,0.259326,0.231022,27.6456,tess2026137223500-s0104-0000000352289599-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000352289599-0306-s_lc.fits
321908537,12.8424,3307.0,0.260913,0.232764,38.8295,tess2026137223500-s0104-0000000321908537-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000321908537-0306-s_lc.fits
115347396,11.7741,3244.0,0.260943,0.232797,22.7102,tess2026137223500-s0104-0000000115347396-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000115347396-0306-s_lc.fits
291193946,12.513,3179.0,0.261129,0.233002,31.4476,tess2026137223500-s0104-0000000291193946-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000291193946-0306-s_lc.fits
206542524,11.2839,3168.0,0.262297,0.234286,17.7126,tess2026137223500-s0104-0000000206542524-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000206542524-0306-s_lc.fits
156065212,12.9067,3362.0,0.262456,0.234461,42.1498,tess2026137223500-s0104-0000000156065212-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000156065212-0306-s_lc.fits
120395704,10.1499,3180.0,0.262841,0.234885,10.2365,tess2026137223500-s0104-0000000120395704-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000120395704-0306-s_lc.fits
262818859,13.4206,3024.0,0.26342,0.235523,43.7404,tess2026137223500-s0104-0000000262818859-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000262818859-0306-s_lc.fits
394481268,10.305,3335.0,0.26461,0.236835,12.4855,tess2026137223500-s0104-0000000394481268-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000394481268-0306-s_lc.fits
158565951,13.259,3262.0,0.264825,0.237072,47.4485,tess2026137223500-s0104-0000000158565951-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000158565951-0306-s_lc.fits
139722169,12.291,3251.0,0.26602,0.238393,29.7814,tess2026137223500-s0104-0000000139722169-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000139722169-0306-s_lc.fits
339832054,12.3719,3228.0,0.266547,0.238976,30.2946,tess2026137223500-s0104-0000000339832054-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000339832054-0306-s_lc.fits
